Date,Close_CL=F,High_CL=F,Low_CL=F,Open_CL=F,Volume_CL=F,Adj Close_,GDP,CPI,UNRATE
2010-02-01,74.43000030517578,74.98999786376953,72.48999786376953,72.83999633789062,277411,74.43000030517578,,217.281,9.8
2010-03-01,78.69999694824219,80.62000274658203,78.05999755859375,79.83999633789062,298718,78.69999694824219,,217.353,9.9
2010-04-01,84.87000274658203,85.22000122070312,83.20999908447266,83.36000061035156,295387,84.87000274658203,14980.193,217.403,9.9
2010-06-01,72.58000183105469,75.33000183105469,71.63999938964844,73.97000122070312,438588,72.58000183105469,,217.199,9.4
2010-07-01,72.94999694824219,75.4000015258789,72.05000305175781,75.37000274658203,405081,72.94999694824219,15141.607,217.605,9.4
2010-09-01,73.91000366210938,74.4800033569336,71.66999816894531,71.69999694824219,396607,73.91000366210938,,218.275,9.5
2010-10-01,81.58000183105469,81.69000244140625,79.69999694824219,79.83999633789062,359944,81.58000183105469,15309.474,219.035,9.4
2010-11-01,82.94999694824219,83.86000061035156,81.31999969482422,81.44999694824219,358535,82.94999694824219,,219.59,9.8
2010-12-01,86.75,86.94999694824219,83.62999725341797,83.66000366210938,340736,86.75,,220.472,9.3
2011-02-01,90.7699966430664,92.44999694824219,90.44000244140625,92.19999694824219,392882,90.7699966430664,,221.898,9.0
2011-03-01,99.62999725341797,100.68000030517578,96.37000274658203,96.97000122070312,322429,99.62999725341797,,223.046,9.0
2011-04-01,107.94000244140625,108.2300033569336,106.30000305175781,106.62000274658203,283710,107.94000244140625,15557.539,224.093,9.1
2011-06-01,100.29000091552734,103.30999755859375,99.86000061035156,102.68000030517578,376476,100.29000091552734,,224.806,9.1
2011-07-01,94.94000244140625,95.38999938964844,93.44999694824219,95.12000274658203,263626,94.94000244140625,15647.68,225.395,9.0
2011-08-01,94.88999938964844,98.5999984741211,93.41999816894531,96.19999694824219,398857,94.88999938964844,,226.106,9.0
2011-09-01,88.93000030517578,89.9000015258789,88.20999908447266,88.7300033569336,282342,88.93000030517578,,226.597,9.0
2011-11-01,92.19000244140625,92.87999725341797,89.16999816894531,92.58000183105469,351343,92.19000244140625,,227.169,8.6
2011-12-01,100.19999694824219,101.16999816894531,98.87000274658203,100.51000213623047,275858,100.19999694824219,,227.223,8.5
2012-02-01,97.61000061035156,99.48999786376953,97.11000061035156,98.37999725341797,293554,97.61000061035156,,228.329,8.3
2012-03-01,108.83999633789062,110.55000305175781,106.55000305175781,106.81999969482422,389838,108.83999633789062,,228.807,8.2
2012-05-01,106.16000366210938,106.43000030517578,104.38999938964844,104.88999938964844,245921,106.16000366210938,,228.713,8.2
2012-06-01,83.2300033569336,86.58999633789062,82.29000091552734,86.44000244140625,407579,83.2300033569336,,228.524,8.2
2012-08-01,88.91000366210938,89.47000122070312,87.51000213623047,88.02999877929688,281204,88.91000366210938,,229.918,8.1
2012-10-01,92.4800033569336,93.33000183105469,91.26000213623047,92.1500015258789,216005,92.4800033569336,16420.419,231.638,7.8
2012-11-01,87.08999633789062,87.41999816894531,85.91999816894531,86.0999984741211,197179,87.08999633789062,,231.249,7.7
2013-02-01,97.7699966430664,98.1500015258789,96.51000213623047,97.41999816894531,270275,97.7699966430664,,232.937,7.7
2013-03-01,90.68000030517578,91.97000122070312,90.04000091552734,91.76000213623047,248466,90.68000030517578,,232.282,7.5
2013-04-01,97.06999969482422,97.80000305175781,95.91999816894531,97.36000061035156,192396,97.06999969482422,16728.687,231.797,7.6
2013-05-01,91.02999877929688,93.26000213623047,90.11000061035156,93.08000183105469,332382,91.02999877929688,,231.893,7.5
2013-07-01,97.98999786376953,98.27999877929688,96.06999969482422,96.58000183105469,229193,97.98999786376953,16953.838,232.9,7.3
2013-08-01,107.88999938964844,108.05999755859375,105.0999984741211,105.26000213623047,267594,107.88999938964844,,233.456,7.2
2013-10-01,102.04000091552734,102.58000183105469,101.05999755859375,102.30999755859375,223028,102.04000091552734,17192.019,233.669,7.2
2013-11-01,94.61000061035156,96.6500015258789,94.36000061035156,96.31999969482422,282138,94.61000061035156,,234.1,6.9
2014-04-01,99.73999786376953,101.56999969482422,99.27999877929688,101.52999877929688,237564,99.73999786376953,17518.508,236.468,6.2
2014-05-01,99.41999816894531,99.88999938964844,98.73999786376953,99.72000122070312,235455,99.41999816894531,,236.918,6.3
2014-07-01,105.33999633789062,106.08999633789062,104.5999984741211,105.44000244140625,221685,105.33999633789062,17804.228,237.498,6.2
2014-08-01,97.87999725341797,98.0999984741211,97.08999633789062,97.69999694824219,274992,97.87999725341797,,237.46,6.1
2014-10-01,90.7300033569336,92.95999908447266,90.47000122070312,91.36000061035156,389246,90.7300033569336,17912.079,237.43,5.7
2014-12-01,69.0,69.54000091552734,63.720001220703125,66.0,504122,69.0,,236.252,5.6
2015-04-01,50.09000015258789,50.45000076293945,47.04999923706055,47.54999923706055,451104,50.09000015258789,18279.784,236.222,5.4
2015-05-01,59.150001525878906,59.900001525878906,58.31999969482422,59.790000915527344,244753,59.150001525878906,,237.001,5.6
2015-06-01,60.20000076293945,60.63999938964844,59.33000183105469,60.290000915527344,292189,60.20000076293945,,237.657,5.3
2015-07-01,56.959999084472656,58.97999954223633,56.68000030517578,58.97999954223633,373405,56.959999084472656,18401.626,238.034,5.2
2015-09-01,45.40999984741211,48.869998931884766,44.150001525878906,48.099998474121094,713418,45.40999984741211,,237.498,5.0
2015-10-01,44.7400016784668,47.099998474121094,44.630001068115234,45.380001068115234,478979,44.7400016784668,18435.137,237.733,5.0
2015-12-01,41.849998474121094,42.22999954223633,41.16999816894531,41.72999954223633,415537,41.849998474121094,,237.761,5.0
2016-02-01,31.6200008392334,34.18000030517578,31.290000915527344,33.83000183105469,595612,31.6200008392334,,237.336,4.9
2016-03-01,34.400001525878906,34.7599983215332,33.369998931884766,33.900001525878906,566226,34.400001525878906,,238.08,5.0
2016-04-01,36.790000915527344,38.560001373291016,36.630001068115234,38.13999938964844,547190,36.790000915527344,18711.702,238.992,5.1
2016-06-01,49.0099983215332,49.25,47.75,48.81999969482422,568839,49.0099983215332,,240.222,4.9
2016-07-01,48.9900016784668,49.29999923706055,47.900001525878906,48.380001068115234,405187,48.9900016784668,18892.639,240.101,4.8
2016-08-01,40.060001373291016,41.880001068115234,39.81999969482422,41.349998474121094,533020,40.060001373291016,,240.545,4.9
2016-09-01,43.15999984741211,45.08000183105469,43.0,44.849998474121094,605003,43.15999984741211,,241.176,5.0
2016-11-01,46.66999816894531,47.349998474121094,46.20000076293945,46.77000045776367,834989,46.66999816894531,,242.026,4.7
2016-12-01,51.060001373291016,51.79999923706055,48.97999954223633,49.06999969482422,974805,51.060001373291016,,242.637,4.7
2017-02-01,53.880001068115234,53.90999984741211,52.63999938964844,52.7599983215332,577243,53.880001068115234,,244.006,4.6
2017-03-01,53.83000183105469,54.439998626708984,53.630001068115234,53.95000076293945,491289,53.83000183105469,,243.892,4.4
2017-05-01,48.84000015258789,49.31999969482422,48.59000015258789,49.16999816894531,364386,48.84000015258789,,244.004,4.4
2017-06-01,48.36000061035156,49.16999816894531,47.900001525878906,48.630001068115234,774478,48.36000061035156,,244.163,4.3
2017-08-01,49.15999984741211,50.43000030517578,48.369998931884766,50.209999084472656,1008583,49.15999984741211,,245.183,4.4
2017-09-01,47.290000915527344,47.349998474121094,46.560001373291016,47.08000183105469,915708,47.290000915527344,,246.435,4.3
2017-11-01,54.29999923706055,55.220001220703125,53.88999938964844,54.650001525878906,671038,54.29999923706055,,247.284,4.2
2017-12-01,58.36000061035156,58.880001068115234,57.290000915527344,57.41999816894531,685215,58.36000061035156,,247.805,4.1
2018-02-01,65.80000305175781,66.25,64.62999725341797,64.76000213623047,685750,65.80000305175781,,249.529,4.1
2018-03-01,60.9900016784668,61.83000183105469,60.18000030517578,61.54999923706055,812505,60.9900016784668,,249.577,4.0
2018-05-01,67.25,68.9000015258789,66.8499984741211,68.55999755859375,694771,67.25,,250.792,3.8
2018-06-01,65.80999755859375,67.33999633789062,65.51000213623047,67.06999969482422,781103,65.80999755859375,,251.018,4.0
2018-08-01,67.66000366210938,68.5199966430664,67.30999755859375,68.43000030517578,576561,67.66000366210938,,251.663,3.8
2018-10-01,75.30000305175781,75.7699966430664,72.94999694824219,73.29000091552734,601451,75.30000305175781,20917.867,252.772,3.8
2018-11-01,63.689998626708984,65.38999938964844,63.11000061035156,64.87999725341797,790286,63.689998626708984,,252.594,3.8
2019-02-01,55.2599983215332,55.65999984741211,53.369998931884766,54.0099983215332,689566,55.2599983215332,,253.319,3.8
2019-03-01,55.79999923706055,57.880001068115234,55.56999969482422,57.220001220703125,684186,55.79999923706055,,254.277,3.8
2019-04-01,61.59000015258789,61.79999923706055,60.130001068115234,60.2400016784668,670808,61.59000015258789,21397.938,255.233,3.7
2019-05-01,63.599998474121094,63.93000030517578,62.77000045776367,63.400001525878906,676872,63.599998474121094,,255.296,3.6
2019-07-01,59.09000015258789,60.279998779296875,58.34000015258789,59.27000045776367,674887,59.09000015258789,21717.171,255.802,3.7
2019-08-01,53.95000076293945,57.9900016784668,53.59000015258789,57.849998474121094,886748,53.95000076293945,,256.036,3.6
2019-10-01,53.619998931884766,54.84000015258789,53.04999923706055,54.279998779296875,589176,53.619998931884766,21933.217,257.155,3.6
2019-11-01,56.20000076293945,56.33000183105469,54.06999969482422,54.150001525878906,538117,56.20000076293945,,257.879,3.6
2020-04-01,20.309999465942383,21.549999237060547,19.899999618530273,20.100000381469727,703286,20.309999465942383,19935.444,256.032,14.8
2020-05-01,19.780000686645508,20.479999542236328,18.06999969482422,19.040000915527344,403201,19.780000686645508,,255.802,13.2
2020-06-01,35.439998626708984,35.900001525878906,34.27000045776367,35.209999084472656,385710,35.439998626708984,,257.042,11.0
2020-07-01,39.81999969482422,40.58000183105469,39.04999923706055,39.84000015258789,407170,39.81999969482422,21684.551,258.352,10.2
2020-09-01,42.7599983215332,43.43000030517578,42.720001220703125,42.83000183105469,285146,42.7599983215332,,259.997,7.8
2020-10-01,38.720001220703125,40.470001220703125,37.61000061035156,39.900001525878906,443442,38.720001220703125,22068.767,260.319,6.9
2020-12-01,44.54999923706055,45.70000076293945,44.119998931884766,45.08000183105469,314919,44.54999923706055,,262.045,6.7
2021-02-01,53.54999923706055,53.7400016784668,51.63999938964844,51.9900016784668,416067,53.54999923706055,,263.573,6.2
2021-03-01,60.63999938964844,62.91999816894531,59.959999084472656,61.95000076293945,456679,60.63999938964844,,264.847,6.1
2021-04-01,61.45000076293945,61.75,58.86000061035156,59.4900016784668,605567,61.45000076293945,23368.861,266.625,6.1
2021-06-01,67.72000122070312,68.87000274658203,66.41000366210938,66.68000030517578,570985,67.72000122070312,,270.71,5.9
2021-07-01,75.2300033569336,76.22000122070312,73.38999938964844,73.5,615678,75.2300033569336,23921.991,271.965,5.4
2021-09-01,68.58999633789062,69.23999786376953,67.12000274658203,68.55000305175781,399497,68.58999633789062,,273.942,4.7
2021-10-01,75.87999725341797,75.98999786376953,74.2300033569336,75.12000274658203,388996,75.87999725341797,24777.038,276.528,4.5
2021-11-01,84.05000305175781,84.87999725341797,82.73999786376953,83.36000061035156,412309,84.05000305175781,,278.824,4.2
2021-12-01,65.56999969482422,69.48999786376953,64.83999633789062,67.01000213623047,602447,65.56999969482422,,280.806,3.9
2022-02-01,88.19999694824219,88.87000274658203,86.55000305175781,88.1500015258789,376841,88.19999694824219,,284.525,3.8
2022-03-01,103.41000366210938,106.77999877929688,95.31999969482422,96.08999633789062,698814,103.41000366210938,,287.467,3.7
2022-04-01,99.2699966430664,101.75,97.77999877929688,101.2300033569336,324777,99.2699966430664,25805.791,288.582,3.7
2022-06-01,115.26000213623047,117.87000274658203,114.58000183105469,115.4000015258789,290530,115.26000213623047,,295.072,3.6
2022-07-01,108.43000030517578,109.33999633789062,104.55999755859375,106.01000213623047,305338,108.43000030517578,26272.011,294.94,3.5
2022-08-01,93.88999938964844,98.6500015258789,92.41999816894531,98.45999908447266,365293,93.88999938964844,,295.162,3.6
2022-09-01,86.61000061035156,89.62999725341797,85.9800033569336,88.83000183105469,305106,86.61000061035156,,296.421,3.5
2022-11-01,88.37000274658203,89.44999694824219,85.91999816894531,86.43000030517578,274321,88.37000274658203,,298.708,3.6
2022-12-01,81.22000122070312,83.33999633789062,79.93000030517578,80.4000015258789,321432,81.22000122070312,,298.808,3.5
2023-02-01,76.41000366210938,79.7300033569336,76.05000305175781,79.05999755859375,360859,76.41000366210938,,301.476,3.6
2023-03-01,77.69000244140625,77.8499984741211,76.12000274658203,76.8499984741211,342121,77.69000244140625,,301.643,3.5
2023-05-01,75.66000366210938,76.69000244140625,74.52999877929688,76.66000366210938,215017,75.66000366210938,,303.316,3.6
2023-06-01,70.0999984741211,71.06999969482422,67.51000213623047,67.5999984741211,395393,70.0999984741211,,304.099,3.6
2023-08-01,81.37000274658203,82.22000122070312,80.58999633789062,81.7300033569336,307859,81.37000274658203,,306.138,3.7
2023-09-01,85.55000305175781,86.05999755859375,83.45999908447266,83.62999725341797,420461,85.55000305175781,,307.374,3.8
2023-11-01,80.44000244140625,83.41999816894531,80.30000305175781,81.4800033569336,321592,80.44000244140625,,308.087,3.7
2023-12-01,74.06999969482422,76.76000213623047,73.93000030517578,75.58999633789062,358976,74.06999969482422,,308.735,3.8
2024-02-01,73.81999969482422,76.94999694824219,73.69999694824219,75.95999908447266,577936,73.81999969482422,,311.022,3.9
2024-03-01,79.97000122070312,80.8499984741211,78.05000305175781,78.27999877929688,363417,79.97000122070312,,312.107,3.9
2024-04-01,83.70999908447266,84.48999786376953,82.5999984741211,83.13999938964844,321059,83.70999908447266,29016.714,313.016,3.9
2024-05-01,79.0,81.56999969482422,78.83000183105469,81.4800033569336,441978,79.0,,313.14,4.0
2024-07-01,83.37999725341797,83.63999938964844,81.37999725341797,81.44999694824219,345780,83.37999725341797,29374.914,313.566,4.2
2024-08-01,76.30999755859375,78.87999725341797,76.23999786376953,78.58999633789062,383014,76.30999755859375,,314.131,4.2
2024-10-01,69.83000183105469,71.94000244140625,66.33000183105469,68.41000366210938,668216,69.83000183105469,29723.864,315.564,4.1
2024-11-01,69.48999786376953,71.44999694824219,69.31999969482422,70.44000244140625,320572,69.48999786376953,,316.449,4.2
